,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents
1033,1034,15,['000'],0,A,0,0,,
1034,1035,15,['010'],2,B,0,0,,
1035,1036,15,['000'],0,S,0,0,,
1036,1037,15,['000'],0,A,0,0,,
1037,1038,14,['010'],2,B,0,0,,
1038,1039,15,['010'],2,S,0,0,,
1039,1040,15,['000'],0,A,0,0,,
1040,1041,15,['001'],1,B,0,0,,
1041,1042,15,['000'],0,S,0,0,,
1042,1043,15,['000'],0,A,0,0,,
1043,1044,15,['000'],0,B,0,0,,
1044,1045,15,['000'],0,S,0,0,,
1045,1046,15,['000'],0,A,0,0,,
1046,1047,15,['000'],0,B,0,0,,
1047,1048,15,['000'],0,S,0,0,,
1048,1049,15,['010'],2,A,0,0,,
1049,1050,15,['000'],0,B,0,0,,
1050,1051,15,['001'],1,S,0,0,,
1051,1052,15,['000'],0,A,0,0,,
1052,1053,15,['010'],2,B,0,0,,
1053,1054,15,['010'],2,S,0,0,,
1054,1055,15,['000'],0,A,0,0,,
1055,1056,15,['000'],0,B,0,0,,
1056,1057,15,['000'],0,S,0,0,,
1057,1058,15,['001'],1,A,0,0,,
1058,1059,15,['000'],0,B,0,0,,
1059,1060,15,['000'],0,S,0,0,,
1060,1061,15,['010'],2,A,0,0,,
1061,1062,15,['010'],2,B,0,0,,
1062,1063,15,['010'],2,S,0,0,,
1063,1064,15,['000'],0,A,0,0,,
1064,1065,15,['010'],2,B,0,0,,
1065,1066,15,['000'],0,S,0,0,,
1066,1067,15,['000'],0,A,0,0,,
1067,1068,15,['000'],0,B,0,0,,
1068,1069,15,['000'],0,S,0,0,,
1069,1070,15,['000'],0,A,0,0,,
1070,1071,15,['000'],0,B,0,0,,
1071,1072,15,['000'],0,S,0,0,,
1072,1073,15,['001'],1,A,0,0,,
1073,1074,15,['010'],2,B,0,0,,
1074,1075,15,['000'],0,S,0,0,,
1075,1076,15,['000'],0,A,0,0,,
1076,1077,13,['010'],2,B,0,0,,
1077,1078,15,['001'],1,S,0,0,,
1078,1079,15,['000'],0,A,0,0,,
1079,1080,15,['010'],2,B,0,0,,
1080,1081,15,['010'],2,S,0,0,,
1081,1082,15,['000'],0,A,0,0,,
1082,1083,15,['001'],1,B,0,0,,
1083,1084,15,['000'],0,S,0,0,,
1084,1085,15,['000'],0,A,0,0,,
1085,1086,15,['000'],0,B,0,0,,
1086,1087,15,['000'],0,S,0,0,,
1087,1088,15,['000'],0,A,0,0,,
1088,1089,15,['001'],1,B,0,0,,
1089,1090,15,['000'],0,S,0,0,,
1090,1091,15,['101'],5,A,0,0,,
1091,1092,15,['001'],1,B,0,0,,
1092,1093,15,['000'],0,S,0,0,,
1093,1094,15,['001'],1,A,0,0,,
1094,1095,15,['000'],0,B,0,0,,
1095,1096,15,['000'],0,S,0,0,,
1096,1097,15,['000'],0,A,0,0,,
1097,1098,15,['010'],2,B,0,0,,
1098,1099,15,['001'],1,S,0,0,,
1099,1100,15,['000'],0,A,0,0,,
1100,1101,15,['010'],2,B,0,0,,
1101,1102,15,['000'],0,S,0,0,,
1102,1103,15,['000'],0,A,0,0,,
1103,1104,15,['000'],0,B,0,0,,
1104,1105,15,['000'],0,S,0,0,,
1105,1106,15,['000'],0,A,0,0,,
1106,1107,15,['010'],2,B,0,0,,
1107,1108,15,['010'],2,S,0,0,,
1108,1109,15,['000'],0,A,0,0,,
1109,1110,15,['000'],0,B,0,0,,
1110,1111,15,['000'],0,S,0,0,,
1111,1112,15,['001'],1,A,0,0,,
1112,1113,15,['010'],2,B,0,0,,
1113,1114,15,['000'],0,S,0,0,,
1114,1115,15,['000'],0,A,0,0,,
1115,1116,14,['010'],2,B,0,0,,
1116,1117,15,['000'],0,S,0,0,,
1117,1118,15,['000'],0,A,0,0,,
1118,1119,15,['000'],0,B,0,0,,
1119,1120,15,['010'],2,S,0,0,,
1120,1121,15,['000'],0,A,0,0,,
1121,1122,15,['001'],1,B,0,0,,
1122,1123,15,['000'],0,S,0,0,,
1123,1124,15,['000'],0,A,0,0,,
1124,1125,15,['010'],2,B,0,0,,
1125,1126,15,['000'],0,S,0,0,,
1126,1127,15,['000'],0,A,0,0,,
1127,1128,15,['010'],2,B,0,0,,
1128,1129,15,['000'],0,S,0,0,,
1129,1130,15,['000'],0,A,0,0,,
1130,1131,15,['000'],0,B,0,0,,
1131,1132,15,['000'],0,S,0,0,,
1132,1133,15,['000'],0,A,0,0,,
1133,1134,15,['001'],1,B,0,0,,
1134,1135,15,['000'],0,S,0,0,,
1135,1136,15,['000'],0,A,0,0,,
1136,1137,15,['010'],2,B,0,0,,
1137,1138,15,['000'],0,S,0,0,,
1138,1139,15,['010'],2,A,0,0,,
1139,1140,15,['001'],1,B,0,0,,
1140,1141,15,['010'],2,S,0,0,,
1141,1142,15,['000'],0,A,0,0,,
1142,1143,15,['010'],2,B,0,0,,
1143,1144,15,['010'],2,S,0,0,,
1144,1145,15,['001'],1,A,0,0,,
1145,1146,15,['001'],1,B,0,0,,
1146,1147,15,['000'],0,S,0,0,,
1147,1148,15,['000'],0,A,0,0,,
1148,1149,15,['001'],1,B,0,0,,
1149,1150,15,['000'],0,S,0,0,,
1150,1151,15,['000'],0,A,0,0,,
1151,1152,15,['010'],2,B,0,0,,
1152,1153,15,['000'],0,S,0,0,,
1153,1154,15,['010'],2,A,0,0,,
1154,1155,15,['000'],0,B,0,0,,
1155,1156,15,['000'],0,S,0,0,,
1156,1157,15,['000'],0,A,0,0,,
1157,1158,15,['000'],0,B,0,0,,
1158,1159,15,['000'],0,S,0,0,,
1159,1160,15,['010'],2,A,0,0,,
1160,1161,15,['010'],2,B,0,0,,
1161,1162,15,['000'],0,S,0,0,,
1162,1163,15,['000'],0,A,0,0,,
1163,1164,15,['010'],2,B,0,0,,
1164,1165,15,['000'],0,S,0,0,,
1165,1166,15,['000'],0,A,0,0,,
1166,1167,15,['000'],0,B,0,0,,
1167,1168,15,['000'],0,S,0,0,,
1168,1169,15,['001'],1,A,0,0,,
1169,1170,15,['010'],2,B,0,0,,
1170,1171,15,['000'],0,S,0,0,,
1171,1172,15,['000'],0,A,0,0,,
1172,1173,15,['000'],0,B,0,0,,
1173,1174,15,['000'],0,S,0,0,,
1174,1175,15,['001'],1,A,0,0,,
1175,1176,15,['110'],6,B,0,0,,
1176,1177,15,['000'],0,S,0,0,,
1177,1178,15,['000'],0,A,0,0,,
1178,1179,15,['001'],1,B,0,0,,
1179,1180,15,['000'],0,S,0,0,,
1180,1181,15,['010'],2,A,0,0,,
1181,1182,15,['000'],0,B,0,0,,
1182,1183,15,['000'],0,S,0,0,,
1183,1184,15,['010'],2,A,0,0,,
1184,1185,15,['010'],2,B,0,0,,
1185,1186,15,['000'],0,S,0,0,,
1186,1187,15,['001'],1,A,0,0,,
1187,1188,15,['010'],2,B,0,0,,
1188,1189,15,['010'],2,S,0,0,,
1189,1190,15,['001'],1,A,0,0,,
1190,1191,15,['010'],2,B,0,0,,
1191,1192,15,['000'],0,S,0,0,,
1192,1193,15,['000'],0,A,0,0,,
1193,1194,15,['010'],2,B,0,0,,
1194,1195,15,['000'],0,S,0,0,,
1195,1196,15,['000'],0,A,0,0,,
1196,1197,15,['000'],0,B,0,0,,
1197,1198,14,['010'],2,S,0,0,,
1198,1199,15,['000'],0,A,0,0,,
1199,1200,15,['000'],0,B,0,0,,
1200,1201,15,['000'],0,S,0,0,,
1201,1202,15,['000'],0,A,0,0,,
1202,1203,15,['010'],2,B,0,0,,
1203,1204,15,['000'],0,S,0,0,,
1204,1205,15,['000'],0,A,0,0,,
1205,1206,15,['000'],0,B,0,0,,
1206,1207,15,['000'],0,S,0,0,,
1207,1208,15,['000'],0,A,0,0,,
1208,1209,15,['010'],2,B,0,0,,
1209,1210,15,['000'],0,S,0,0,,
1210,1211,15,['000'],0,A,0,0,,
1211,1212,15,['010'],2,B,0,0,,
1212,1213,15,['001'],1,S,0,0,,
1213,1214,15,['000'],0,A,0,0,,
1214,1215,15,['000'],0,B,0,0,,
1215,1216,15,['001'],1,S,0,0,,
1216,1217,15,['000'],0,A,0,0,,
1217,1218,15,['000'],0,B,0,0,,
1218,1219,15,['001'],1,S,0,0,,
1219,1220,15,['010'],2,A,0,0,,
1220,1221,15,['000'],0,B,0,0,,
1221,1222,15,['000'],0,S,0,0,,
1222,1223,15,['010'],2,A,0,0,,
1223,1224,14,['001'],1,B,0,0,,
1224,1225,15,['010'],2,S,0,0,,
1225,1226,15,['000'],0,A,0,0,,
1226,1227,14,['001'],1,B,0,0,,
1227,1228,15,['000'],0,S,0,0,,
1228,1229,15,['000'],0,A,0,0,,
1229,1230,15,['010'],2,B,0,0,,
1230,1231,15,['010'],2,S,0,0,,
1231,1232,15,['010'],2,A,0,0,,
1232,1233,15,['010'],2,B,0,0,,
1233,1234,15,['000'],0,S,0,0,,
1234,1235,15,['000'],0,A,0,0,,
1235,1236,15,['001'],1,B,0,0,,
1236,1237,15,['000'],0,S,0,0,,
1237,1238,15,['000'],0,A,0,0,,
1238,1239,15,['001'],1,B,0,0,,
1239,1240,15,['000'],0,S,0,0,,
1240,1241,15,['000'],0,A,0,0,,
1241,1242,15,['000'],0,B,0,0,,
1242,1243,15,['000'],0,S,0,0,,
1243,1244,15,['010'],2,A,0,0,,
1244,1245,15,['001'],1,B,0,0,,
1245,1246,15,['000'],0,S,0,0,,
1246,1247,15,['000'],0,A,0,0,,
1247,1248,15,['000'],0,B,0,0,,
1248,1249,15,['000'],0,S,0,0,,
1249,1250,15,['010'],2,A,0,0,,
1250,1251,14,['001'],1,B,0,0,,
1251,1252,15,['000'],0,S,0,0,,
1252,1253,15,['000'],0,A,0,0,,
1253,1254,15,['000'],0,B,0,0,,
1254,1255,15,['000'],0,S,0,0,,
1255,1256,15,['000'],0,A,0,0,,
1256,1257,15,['000'],0,B,0,0,,
1257,1258,15,['000'],0,S,0,0,,
1258,1259,15,['000'],0,A,0,0,,
1259,1260,15,['001'],1,B,0,0,,
1260,1261,15,['010'],2,S,0,0,,
1261,1262,15,['000'],0,A,0,0,,
1262,1263,15,['001'],1,B,0,0,,
1263,1264,15,['000'],0,S,0,0,,
1264,1265,15,['000'],0,A,0,0,,
1265,1266,15,['000'],0,B,0,0,,
1266,1267,15,['000'],0,S,0,0,,
1267,1268,15,['000'],0,A,0,0,,
1268,1269,15,['000'],0,B,0,0,,
1269,1270,15,['000'],0,S,0,0,,
1270,1271,15,['000'],0,A,0,0,,
1271,1272,15,['000'],0,B,0,0,,
1272,1273,15,['010'],2,S,0,0,,
1273,1274,15,['000'],0,A,0,0,,
1274,1275,15,['001'],1,B,0,0,,
1275,1276,15,['010'],2,S,0,0,,
1276,1277,15,['000'],0,A,0,0,,
1277,1278,15,['000'],0,B,0,0,,
1278,1279,15,['000'],0,S,0,0,,
1279,1280,15,['000'],0,A,0,0,,
1280,1281,15,['001'],1,B,0,0,,
1281,1282,15,['001'],1,S,0,0,,
1282,1283,15,['000'],0,A,0,0,,
1283,1284,15,['010'],2,B,0,0,,
1284,1285,15,['000'],0,S,0,0,,
1285,1286,15,['000'],0,A,0,0,,
1286,1287,15,['010'],2,B,0,0,,
1287,1288,15,['000'],0,S,0,0,,
1288,1289,15,['000'],0,A,0,0,,
1289,1290,15,['000'],0,B,0,0,,
1290,1291,15,['000'],0,S,0,0,,
1291,1292,15,['000'],0,A,0,0,,
1292,1293,15,['000'],0,B,0,0,,
1293,1294,15,['000'],0,S,0,0,,
1294,1295,15,['000'],0,A,0,0,,
1295,1296,15,['000'],0,B,0,0,,
1296,1297,15,['000'],0,S,0,0,,
1297,1298,15,['000'],0,A,0,0,,
1298,1299,15,['010'],2,B,0,0,,
1299,1300,15,['000'],0,S,0,0,,
1300,1301,15,['000'],0,A,0,0,,
1301,1302,15,['000'],0,B,0,0,,
1302,1303,14,['001'],1,S,0,0,,
1303,1304,15,['000'],0,A,0,0,,
1304,1305,15,['000'],0,B,0,0,,
1305,1306,15,['000'],0,S,0,0,,
1306,1307,15,['000'],0,A,0,0,,
1307,1308,15,['000'],0,B,0,0,,
1308,1309,15,['000'],0,S,0,0,,
1309,1310,15,['010'],2,A,0,0,,
1310,1311,15,['010'],2,B,0,0,,
1311,1312,15,['000'],0,S,0,0,,
1312,1313,15,['010'],2,A,0,0,,
1313,1314,15,['000'],0,B,0,0,,
1314,1315,15,['000'],0,S,0,0,,
1315,1316,15,['000'],0,A,0,0,,
1316,1317,15,['010'],2,B,0,0,,
1317,1318,15,['000'],0,S,0,0,,
1318,1319,15,['010'],2,A,0,0,,
1319,1320,15,['001'],1,B,0,0,,
1320,1321,15,['000'],0,S,0,0,,
1321,1322,15,['010'],2,A,0,0,,
1322,1323,13,['001'],1,B,0,0,,
1323,1324,15,['000'],0,S,0,0,,
1324,1325,15,['000'],0,A,0,0,,
1325,1326,15,['000'],0,B,0,0,,
1326,1327,15,['000'],0,S,0,0,,
1327,1328,15,['000'],0,A,0,0,,
1328,1329,15,['000'],0,B,0,0,,
1329,1330,15,['001'],1,S,0,0,,
1330,1331,15,['000'],0,A,0,0,,
1331,1332,13,['001'],1,B,0,0,,
1332,1333,15,['000'],0,S,0,0,,
1333,1334,15,['001'],1,A,0,0,,
1334,1335,15,['010'],2,B,0,0,,
1335,1336,15,['000'],0,S,0,0,,
1336,1337,15,['000'],0,A,0,0,,
1337,1338,15,['001'],1,B,0,0,,
1338,1339,15,['000'],0,S,0,0,,
1339,1340,15,['000'],0,A,0,0,,
1340,1341,15,['000'],0,B,0,0,,
1341,1342,15,['000'],0,S,0,0,,
1342,1343,15,['010'],2,A,0,0,,
1343,1344,15,['000'],0,B,0,0,,
1344,1345,15,['000'],0,S,0,0,,
1345,1346,15,['010'],2,A,0,0,,
1346,1347,15,['010'],2,B,0,0,,
1347,1348,15,['000'],0,S,0,0,,
1348,1349,15,['010'],2,A,0,0,,
1349,1350,15,['010'],2,B,0,0,,
1350,1351,15,['000'],0,S,0,0,,
1351,1352,15,['001'],1,A,0,0,,
1352,1353,15,['000'],0,B,0,0,,
1353,1354,15,['000'],0,S,0,0,,
1354,1355,15,['001'],1,A,0,0,,
1355,1356,15,['010'],2,B,0,0,,
1356,1357,15,['000'],0,S,0,0,,
1357,1358,15,['010'],2,A,0,0,,
1358,1359,15,['010'],2,B,0,0,,
1359,1360,15,['000'],0,S,0,0,,
1360,1361,15,['000'],0,A,0,0,,
1361,1362,15,['010'],2,B,0,0,,
1362,1363,15,['000'],0,S,0,0,,
1363,1364,15,['000'],0,A,0,0,,
1364,1365,13,['010'],2,B,0,0,,
1365,1366,15,['000'],0,S,0,0,,
1366,1367,15,['000'],0,A,0,0,,
1367,1368,15,['000'],0,B,0,0,,
1368,1369,15,['000'],0,S,0,0,,
1369,1370,15,['000'],0,A,0,0,,
1370,1371,15,['000'],0,B,0,0,,
1371,1372,15,['000'],0,S,0,0,,
1372,1373,15,['000'],0,A,0,0,,
1373,1374,15,['010'],2,B,0,0,,
1374,1375,15,['000'],0,S,0,0,,
1375,1376,15,['000'],0,A,0,0,,
1376,1377,15,['000'],0,B,0,0,,
1377,1378,15,['010'],2,S,0,0,,
1378,1379,15,['000'],0,A,0,0,,
1379,1380,14,['010'],2,B,0,0,,
1380,1381,15,['000'],0,S,0,0,,
1381,1382,15,['000'],0,A,0,0,,
1382,1383,15,['000'],0,B,0,0,,
1383,1384,15,['010'],2,S,0,0,,
1384,1385,15,['000'],0,A,0,0,,
1385,1386,15,['010'],2,B,0,0,,
1386,1387,15,['000'],0,S,0,0,,
1387,1388,15,['000'],0,A,0,0,,
1388,1389,15,['010'],2,B,0,0,,
1389,1390,15,['000'],0,S,0,0,,
1390,1391,15,['000'],0,A,0,0,,
1391,1392,14,['001'],1,B,0,0,,
1392,1393,15,['010'],2,S,0,0,,
1393,1394,15,['000'],0,A,0,0,,
1394,1395,14,['010'],2,B,0,0,,
1395,1396,15,['000'],0,S,0,0,,
1396,1397,15,['000'],0,A,0,0,,
1397,1398,15,['010'],2,B,0,0,,
1398,1399,15,['000'],0,S,0,0,,
1399,1400,15,['000'],0,A,0,0,,
1400,1401,15,['010'],2,B,0,0,,
1401,1402,15,['000'],0,S,0,0,,
1402,1403,15,['000'],0,A,0,0,,
1403,1404,13,['001'],1,B,0,0,,
1404,1405,15,['000'],0,S,0,0,,
1405,1406,15,['010'],2,A,0,0,,
1406,1407,15,['010'],2,B,0,0,,
1407,1408,15,['000'],0,S,0,0,,
1408,1409,15,['000'],0,A,0,0,,
1409,1410,15,['010'],2,B,0,0,,
1410,1411,15,['000'],0,S,0,0,,
1411,1412,15,['000'],0,A,0,0,,
1412,1413,14,['001'],1,B,0,0,,
1413,1414,15,['000'],0,S,0,0,,
1414,1415,15,['000'],0,A,0,0,,
1415,1416,14,['010'],2,B,0,0,,
1416,1417,15,['000'],0,S,0,0,,
1417,1418,15,['000'],0,A,0,0,,
1418,1419,15,['010'],2,B,0,0,,
1419,1420,15,['000'],0,S,0,0,,
1420,1421,15,['000'],0,A,0,0,,
1421,1422,14,['010'],2,B,0,0,,
1422,1423,15,['000'],0,S,0,0,,
1423,1424,15,['000'],0,A,0,0,,
1424,1425,15,['010'],2,B,0,0,,
1425,1426,15,['000'],0,S,0,0,,
1426,1427,15,['101'],5,A,0,0,,
1427,1428,14,['010'],2,B,0,0,,
1428,1429,15,['000'],0,S,0,0,,
1429,1430,15,['010'],2,A,0,0,,
1430,1431,15,['010'],2,B,0,0,,
1431,1432,15,['000'],0,S,0,0,,
1432,1433,15,['000'],0,A,0,0,,
1433,1434,15,['010'],2,B,0,0,,
1434,1435,15,['000'],0,S,0,0,,
1435,1436,15,['000'],0,A,0,0,,
1436,1437,15,['000'],0,B,0,0,,
1437,1438,15,['000'],0,S,0,0,,
1438,1439,15,['000'],0,A,0,0,,
1439,1440,15,['000'],0,B,0,0,,
1440,1441,15,['000'],0,S,0,0,,
1441,1442,15,['000'],0,A,0,0,,
1442,1443,15,['010'],2,B,0,0,,
1443,1444,15,['010'],2,S,0,0,,
1444,1445,15,['010'],2,A,0,0,,
1445,1446,15,['010'],2,B,0,0,,
1446,1447,15,['000'],0,S,0,0,,
1447,1448,15,['000'],0,A,0,0,,
1448,1449,15,['010'],2,B,0,0,,
1449,1450,15,['000'],0,S,0,0,,
1450,1451,15,['001'],1,A,0,0,,
1451,1452,15,['010'],2,B,0,0,,
1452,1453,15,['000'],0,S,0,0,,
1453,1454,15,['000'],0,A,0,0,,
1454,1455,15,['010'],2,B,0,0,,
1455,1456,15,['010'],2,S,0,0,,
1456,1457,15,['000'],0,A,0,0,,
1457,1458,15,['010'],2,B,0,0,,
1458,1459,15,['000'],0,S,0,0,,
1459,1460,15,['000'],0,A,0,0,,
1460,1461,15,['001'],1,B,0,0,,
1461,1462,15,['001'],1,S,0,0,,
1462,1463,15,['000'],0,A,0,0,,
1463,1464,15,['001'],1,B,0,0,,
1464,1465,15,['000'],0,S,0,0,,
1465,1466,15,['000'],0,A,0,0,,
1466,1467,15,['001'],1,B,0,0,,
1467,1468,15,['000'],0,S,0,0,,
1468,1469,15,['010'],2,A,0,0,,
1469,1470,14,['001'],1,B,0,0,,
1470,1471,15,['010'],2,S,0,0,,
1471,1472,15,['000'],0,A,0,0,,
1472,1473,15,['000'],0,B,0,0,,
1473,1474,15,['000'],0,S,0,0,,
1474,1475,15,['000'],0,A,0,0,,
1475,1476,15,['001'],1,B,0,0,,
1476,1477,15,['010'],2,S,0,0,,
1477,1478,15,['000'],0,A,0,0,,
1478,1479,15,['000'],0,B,0,0,,
1479,1480,15,['000'],0,S,0,0,,
1480,1481,15,['010'],2,A,0,0,,
1481,1482,15,['010'],2,B,0,0,,
1482,1483,15,['000'],0,S,0,0,,
1483,1484,15,['000'],0,A,0,0,,
1484,1485,15,['010'],2,B,0,0,,
1485,1486,15,['001'],1,S,0,0,,
1486,1487,15,['000'],0,A,0,0,,
1487,1488,15,['000'],0,B,0,0,,
1488,1489,15,['000'],0,S,0,0,,
1489,1490,15,['010'],2,A,0,0,,
1490,1491,14,['010'],2,B,0,0,,
1491,1492,15,['000'],0,S,0,0,,
1492,1493,15,['001'],1,A,0,0,,
1493,1494,14,['010'],2,B,0,0,,
1494,1495,15,['000'],0,S,0,0,,
1495,1496,15,['000'],0,A,0,0,,
1496,1497,15,['000'],0,B,0,0,,
1497,1498,15,['000'],0,S,0,0,,
1498,1499,15,['000'],0,A,0,0,,
1499,1500,15,['010'],2,B,0,0,,
1500,1501,15,['000'],0,S,0,0,,
1501,1502,15,['000'],0,A,0,0,,
1502,1503,15,['000'],0,B,0,0,,
1503,1504,15,['000'],0,S,0,0,,
1504,1505,15,['000'],0,A,0,0,,
1505,1506,15,['000'],0,B,0,0,,
1506,1507,15,['000'],0,S,0,0,,
1507,1508,15,['010'],2,A,0,0,,
1508,1509,15,['010'],2,B,0,0,,
1509,1510,15,['000'],0,S,0,0,,
1510,1511,15,['001'],1,A,0,0,,
1511,1512,15,['000'],0,B,0,0,,
1512,1513,15,['010'],2,S,0,0,,
1513,1514,15,['000'],0,A,0,0,,
1514,1515,15,['010'],2,B,0,0,,
1515,1516,15,['000'],0,S,0,0,,
