,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents
1516,1517,15,['000'],0,A,0,0,,
1517,1518,15,['010'],2,B,0,0,,
1518,1519,15,['000'],0,S,0,0,,
1519,1520,15,['010'],2,A,0,0,,
1520,1521,15,['000'],0,B,0,0,,
1521,1522,15,['000'],0,S,0,0,,
1522,1523,15,['010'],2,A,0,0,,
1523,1524,15,['010'],2,B,0,0,,
1524,1525,15,['000'],0,S,0,0,,
1525,1526,15,['000'],0,A,0,0,,
1526,1527,15,['010'],2,B,0,0,,
1527,1528,15,['000'],0,S,0,0,,
1528,1529,15,['000'],0,A,0,0,,
1529,1530,15,['000'],0,B,0,0,,
1530,1531,15,['000'],0,S,0,0,,
1531,1532,15,['000'],0,A,0,0,,
1532,1533,15,['001'],1,B,0,0,,
1533,1534,15,['000'],0,S,0,0,,
1534,1535,15,['010'],2,A,0,0,,
1535,1536,15,['010'],2,B,0,0,,
1536,1537,15,['000'],0,S,0,0,,
1537,1538,15,['000'],0,A,0,0,,
1538,1539,15,['000'],0,B,0,0,,
1539,1540,15,['000'],0,S,0,0,,
1540,1541,15,['010'],2,A,0,0,,
1541,1542,15,['010'],2,B,0,0,,
1542,1543,15,['000'],0,S,0,0,,
1543,1544,15,['000'],0,A,0,0,,
1544,1545,15,['001'],1,B,0,0,,
1545,1546,15,['000'],0,S,0,0,,
1546,1547,15,['000'],0,A,0,0,,
1547,1548,15,['000'],0,B,0,0,,
1548,1549,15,['010'],2,S,0,0,,
1549,1550,15,['001'],1,A,0,0,,
1550,1551,15,['010'],2,B,0,0,,
1551,1552,15,['000'],0,S,0,0,,
1552,1553,15,['000'],0,A,0,0,,
1553,1554,15,['010'],2,B,0,0,,
1554,1555,15,['000'],0,S,0,0,,
1555,1556,15,['000'],0,A,0,0,,
1556,1557,15,['111'],7,B,0,0,,
1557,1558,15,['001'],1,S,0,0,,
1558,1559,15,['000'],0,A,0,0,,
1559,1560,15,['001'],1,B,0,0,,
1560,1561,15,['000'],0,S,0,0,,
1561,1562,15,['000'],0,A,0,0,,
1562,1563,15,['000'],0,B,0,0,,
1563,1564,15,['000'],0,S,0,0,,
1564,1565,15,['001'],1,A,0,0,,
1565,1566,15,['000'],0,B,0,0,,
1566,1567,15,['000'],0,S,0,0,,
1567,1568,15,['000'],0,A,0,0,,
1568,1569,15,['000'],0,B,0,0,,
1569,1570,15,['000'],0,S,0,0,,
1570,1571,15,['000'],0,A,0,0,,
1571,1572,15,['001'],1,B,0,0,,
1572,1573,15,['000'],0,S,0,0,,
1573,1574,15,['000'],0,A,0,0,,
1574,1575,15,['000'],0,B,0,0,,
1575,1576,15,['000'],0,S,0,0,,
1576,1577,15,['000'],0,A,0,0,,
1577,1578,15,['010'],2,B,0,0,,
1578,1579,15,['000'],0,S,0,0,,
1579,1580,15,['000'],0,A,0,0,,
1580,1581,15,['000'],0,B,0,0,,
1581,1582,15,['001'],1,S,0,0,,
1582,1583,15,['010'],2,A,0,0,,
1583,1584,15,['000'],0,B,0,0,,
1584,1585,15,['000'],0,S,0,0,,
1585,1586,15,['000'],0,A,0,0,,
1586,1587,15,['010'],2,B,0,0,,
1587,1588,15,['000'],0,S,0,0,,
1588,1589,15,['000'],0,A,0,0,,
1589,1590,15,['001'],1,B,0,0,,
1590,1591,15,['000'],0,S,0,0,,
1591,1592,15,['000'],0,A,0,0,,
1592,1593,15,['001'],1,B,0,0,,
1593,1594,15,['000'],0,S,0,0,,
1594,1595,15,['001'],1,A,0,0,,
1595,1596,15,['000'],0,B,0,0,,
1596,1597,15,['000'],0,S,0,0,,
1597,1598,15,['010'],2,A,0,0,,
1598,1599,15,['000'],0,B,0,0,,
1599,1600,15,['000'],0,S,0,0,,
1600,1601,15,['000'],0,A,0,0,,
1601,1602,15,['010'],2,B,0,0,,
1602,1603,15,['000'],0,S,0,0,,
1603,1604,15,['000'],0,A,0,0,,
1604,1605,15,['000'],0,B,0,0,,
1605,1606,15,['000'],0,S,0,0,,
1606,1607,15,['000'],0,A,0,0,,
1607,1608,15,['000'],0,B,0,0,,
1608,1609,15,['000'],0,S,0,0,,
1609,1610,15,['010'],2,A,0,0,,
1610,1611,14,['010'],2,B,0,0,,
1611,1612,15,['000'],0,S,0,0,,
1612,1613,15,['000'],0,A,0,0,,
1613,1614,15,['000'],0,B,0,0,,
1614,1615,15,['010'],2,S,0,0,,
1615,1616,15,['001'],1,A,0,0,,
1616,1617,15,['001'],1,B,0,0,,
1617,1618,15,['010'],2,S,0,0,,
1618,1619,15,['000'],0,A,0,0,,
1619,1620,15,['000'],0,B,0,0,,
1620,1621,15,['000'],0,S,0,0,,
1621,1622,15,['000'],0,A,0,0,,
1622,1623,15,['010'],2,B,0,0,,
1623,1624,15,['000'],0,S,0,0,,
1624,1625,15,['001'],1,A,0,0,,
1625,1626,15,['000'],0,B,0,0,,
1626,1627,15,['000'],0,S,0,0,,
1627,1628,15,['000'],0,A,0,0,,
1628,1629,15,['010'],2,B,0,0,,
1629,1630,15,['000'],0,S,0,0,,
1630,1631,15,['000'],0,A,0,0,,
1631,1632,15,['010'],2,B,0,0,,
1632,1633,15,['000'],0,S,0,0,,
1633,1634,15,['000'],0,A,0,0,,
1634,1635,15,['001'],1,B,0,0,,
1635,1636,15,['000'],0,S,0,0,,
1636,1637,15,['000'],0,A,0,0,,
1637,1638,15,['000'],0,B,0,0,,
1638,1639,15,['001'],1,S,0,0,,
1639,1640,15,['000'],0,A,0,0,,
1640,1641,15,['000'],0,B,0,0,,
1641,1642,15,['000'],0,S,0,0,,
1642,1643,15,['000'],0,A,0,0,,
1643,1644,15,['000'],0,B,0,0,,
1644,1645,15,['000'],0,S,0,0,,
1645,1646,15,['000'],0,A,0,0,,
1646,1647,14,['010'],2,B,0,0,,
1647,1648,15,['000'],0,S,0,0,,
1648,1649,15,['000'],0,A,0,0,,
1649,1650,15,['010'],2,B,0,0,,
1650,1651,15,['000'],0,S,0,0,,
1651,1652,15,['001'],1,A,0,0,,
1652,1653,13,['010'],2,B,0,0,,
1653,1654,15,['000'],0,S,0,0,,
1654,1655,15,['000'],0,A,0,0,,
1655,1656,15,['001'],1,B,0,0,,
1656,1657,15,['010'],2,S,0,0,,
1657,1658,15,['000'],0,A,0,0,,
1658,1659,14,['001'],1,B,0,0,,
1659,1660,15,['000'],0,S,0,0,,
1660,1661,15,['000'],0,A,0,0,,
1661,1662,14,['010'],2,B,0,0,,
1662,1663,15,['000'],0,S,0,0,,
1663,1664,15,['010'],2,A,0,0,,
1664,1665,15,['000'],0,B,0,0,,
1665,1666,15,['000'],0,S,0,0,,
1666,1667,15,['000'],0,A,0,0,,
1667,1668,15,['000'],0,B,0,0,,
1668,1669,15,['000'],0,S,0,0,,
1669,1670,15,['000'],0,A,0,0,,
1670,1671,15,['010'],2,B,0,0,,
1671,1672,15,['000'],0,S,0,0,,
1672,1673,15,['000'],0,A,0,0,,
1673,1674,15,['010'],2,B,0,0,,
1674,1675,15,['010'],2,S,0,0,,
1675,1676,15,['000'],0,A,0,0,,
1676,1677,15,['000'],0,B,0,0,,
1677,1678,15,['000'],0,S,0,0,,
1678,1679,15,['001'],1,A,0,0,,
1679,1680,15,['000'],0,B,0,0,,
1680,1681,15,['000'],0,S,0,0,,
1681,1682,15,['000'],0,A,0,0,,
1682,1683,14,['001'],1,B,0,0,,
1683,1684,15,['000'],0,S,0,0,,
1684,1685,15,['000'],0,A,0,0,,
1685,1686,15,['000'],0,B,0,0,,
1686,1687,15,['010'],2,S,0,0,,
1687,1688,15,['010'],2,A,0,0,,
1688,1689,15,['000'],0,B,0,0,,
1689,1690,15,['000'],0,S,0,0,,
1690,1691,15,['010'],2,A,0,0,,
1691,1692,15,['100'],4,B,0,0,,
1692,1693,15,['001'],1,S,0,0,,
1693,1694,15,['000'],0,A,0,0,,
1694,1695,15,['010'],2,B,0,0,,
1695,1696,15,['000'],0,S,0,0,,
1696,1697,15,['010'],2,A,0,0,,
1697,1698,15,['010'],2,B,0,0,,
1698,1699,15,['000'],0,S,0,0,,
1699,1700,15,['000'],0,A,0,0,,
1700,1701,15,['010'],2,B,0,0,,
1701,1702,15,['000'],0,S,0,0,,
1702,1703,15,['001'],1,A,0,0,,
1703,1704,14,['010'],2,B,0,0,,
1704,1705,15,['010'],2,S,0,0,,
1705,1706,15,['000'],0,A,0,0,,
1706,1707,15,['001'],1,B,0,0,,
1707,1708,15,['000'],0,S,0,0,,
1708,1709,15,['000'],0,A,0,0,,
1709,1710,15,['000'],0,B,0,0,,
1710,1711,15,['000'],0,S,0,0,,
1711,1712,15,['000'],0,A,0,0,,
1712,1713,15,['010'],2,B,0,0,,
1713,1714,15,['000'],0,S,0,0,,
1714,1715,15,['001'],1,A,0,0,,
1715,1716,15,['000'],0,B,0,0,,
1716,1717,15,['000'],0,S,0,0,,
1717,1718,15,['000'],0,A,0,0,,
1718,1719,15,['010'],2,B,0,0,,
1719,1720,15,['000'],0,S,0,0,,
1720,1721,15,['000'],0,A,0,0,,
1721,1722,15,['010'],2,B,0,0,,
1722,1723,15,['010'],2,S,0,0,,
1723,1724,15,['000'],0,A,0,0,,
1724,1725,15,['010'],2,B,0,0,,
1725,1726,15,['000'],0,S,0,0,,
1726,1727,15,['001'],1,A,0,0,,
1727,1728,15,['000'],0,B,0,0,,
1728,1729,15,['000'],0,S,0,0,,
1729,1730,15,['010'],2,A,0,0,,
1730,1731,15,['001'],1,B,0,0,,
1731,1732,15,['001'],1,S,0,0,,
1732,1733,15,['000'],0,A,0,0,,
1733,1734,15,['010'],2,B,0,0,,
1734,1735,15,['000'],0,S,0,0,,
1735,1736,15,['000'],0,A,0,0,,
1736,1737,15,['000'],0,B,0,0,,
1737,1738,15,['000'],0,S,0,0,,
1738,1739,15,['000'],0,A,0,0,,
1739,1740,15,['010'],2,B,0,0,,
1740,1741,15,['010'],2,S,0,0,,
1741,1742,15,['000'],0,A,0,0,,
1742,1743,15,['010'],2,B,0,0,,
1743,1744,15,['010'],2,S,0,0,,
1744,1745,15,['001'],1,A,0,0,,
1745,1746,15,['000'],0,B,0,0,,
1746,1747,15,['000'],0,S,0,0,,
1747,1748,15,['000'],0,A,0,0,,
1748,1749,15,['010'],2,B,0,0,,
1749,1750,15,['000'],0,S,0,0,,
1750,1751,15,['000'],0,A,0,0,,
1751,1752,15,['000'],0,B,0,0,,
1752,1753,15,['000'],0,S,0,0,,
1753,1754,15,['000'],0,A,0,0,,
1754,1755,15,['010'],2,B,0,0,,
1755,1756,15,['000'],0,S,0,0,,
1756,1757,15,['000'],0,A,0,0,,
1757,1758,15,['001'],1,B,0,0,,
1758,1759,15,['000'],0,S,0,0,,
1759,1760,15,['000'],0,A,0,0,,
1760,1761,15,['010'],2,B,0,0,,
1761,1762,15,['000'],0,S,0,0,,
1762,1763,15,['000'],0,A,0,0,,
1763,1764,15,['001'],1,B,0,0,,
1764,1765,15,['000'],0,S,0,0,,
1765,1766,15,['000'],0,A,0,0,,
1766,1767,15,['001'],1,B,0,0,,
1767,1768,15,['000'],0,S,0,0,,
1768,1769,15,['000'],0,A,0,0,,
1769,1770,15,['000'],0,B,0,0,,
1770,1771,15,['010'],2,S,0,0,,
1771,1772,15,['000'],0,A,0,0,,
1772,1773,15,['001'],1,B,0,0,,
1773,1774,15,['000'],0,S,0,0,,
1774,1775,15,['000'],0,A,0,0,,
1775,1776,15,['010'],2,B,0,0,,
1776,1777,15,['000'],0,S,0,0,,
1777,1778,15,['010'],2,A,0,0,,
1778,1779,15,['000'],0,B,0,0,,
1779,1780,15,['000'],0,S,0,0,,
1780,1781,15,['000'],0,A,0,0,,
1781,1782,15,['010'],2,B,0,0,,
1782,1783,15,['000'],0,S,0,0,,
1783,1784,15,['001'],1,A,0,0,,
1784,1785,15,['010'],2,B,0,0,,
1785,1786,15,['000'],0,S,0,0,,
1786,1787,15,['000'],0,A,0,0,,
1787,1788,15,['010'],2,B,0,0,,
1788,1789,15,['000'],0,S,0,0,,
1789,1790,15,['000'],0,A,0,0,,
1790,1791,15,['000'],0,B,0,0,,
1791,1792,15,['001'],1,S,0,0,,
1792,1793,15,['000'],0,A,0,0,,
1793,1794,13,['010'],2,B,0,0,,
1794,1795,15,['001'],1,S,0,0,,
1795,1796,15,['000'],0,A,0,0,,
1796,1797,15,['000'],0,B,0,0,,
1797,1798,15,['000'],0,S,0,0,,
1798,1799,15,['000'],0,A,0,0,,
1799,1800,15,['001'],1,B,0,0,,
1800,1801,15,['000'],0,S,0,0,,
1801,1802,15,['000'],0,A,0,0,,
1802,1803,15,['000'],0,B,0,0,,
1803,1804,15,['010'],2,S,0,0,,
1804,1805,15,['000'],0,A,0,0,,
1805,1806,15,['010'],2,B,0,0,,
1806,1807,15,['000'],0,S,0,0,,
1807,1808,15,['001'],1,A,0,0,,
1808,1809,15,['000'],0,B,0,0,,
1809,1810,15,['000'],0,S,0,0,,
1810,1811,15,['000'],0,A,0,0,,
1811,1812,15,['010'],2,B,0,0,,
1812,1813,15,['010'],2,S,0,0,,
1813,1814,15,['001'],1,A,0,0,,
1814,1815,15,['000'],0,B,0,0,,
1815,1816,15,['000'],0,S,0,0,,
1816,1817,15,['001'],1,A,0,0,,
1817,1818,15,['010'],2,B,0,0,,
1818,1819,15,['000'],0,S,0,0,,
1819,1820,15,['000'],0,A,0,0,,
1820,1821,15,['010'],2,B,0,0,,
1821,1822,15,['001'],1,S,0,0,,
1822,1823,15,['001'],1,A,0,0,,
1823,1824,15,['000'],0,B,0,0,,
1824,1825,15,['000'],0,S,0,0,,
1825,1826,15,['000'],0,A,0,0,,
1826,1827,14,['010'],2,B,0,0,,
1827,1828,15,['010'],2,S,0,0,,
1828,1829,15,['000'],0,A,0,0,,
1829,1830,15,['000'],0,B,0,0,,
1830,1831,15,['000'],0,S,0,0,,
1831,1832,15,['000'],0,A,0,0,,
1832,1833,14,['001'],1,B,0,0,,
1833,1834,15,['000'],0,S,0,0,,
1834,1835,15,['010'],2,A,0,0,,
1835,1836,15,['010'],2,B,0,0,,
1836,1837,15,['000'],0,S,0,0,,
1837,1838,15,['000'],0,A,0,0,,
1838,1839,15,['010'],2,B,0,0,,
1839,1840,15,['010'],2,S,0,0,,
1840,1841,15,['000'],0,A,0,0,,
1841,1842,15,['000'],0,B,0,0,,
1842,1843,15,['000'],0,S,0,0,,
1843,1844,15,['000'],0,A,0,0,,
1844,1845,15,['010'],2,B,0,0,,
1845,1846,15,['000'],0,S,0,0,,
1846,1847,15,['000'],0,A,0,0,,
1847,1848,15,['010'],2,B,0,0,,
1848,1849,15,['000'],0,S,0,0,,
1849,1850,15,['000'],0,A,0,0,,
1850,1851,15,['010'],2,B,0,0,,
1851,1852,15,['000'],0,S,0,0,,
1852,1853,15,['000'],0,A,0,0,,
1853,1854,15,['000'],0,B,0,0,,
1854,1855,15,['010'],2,S,0,0,,
1855,1856,15,['000'],0,A,0,0,,
1856,1857,15,['010'],2,B,0,0,,
1857,1858,15,['000'],0,S,0,0,,
1858,1859,15,['000'],0,A,0,0,,
1859,1860,15,['000'],0,B,0,0,,
1860,1861,15,['000'],0,S,0,0,,
1861,1862,15,['000'],0,A,0,0,,
1862,1863,15,['001'],1,B,0,0,,
1863,1864,15,['000'],0,S,0,0,,
1864,1865,15,['001'],1,A,0,0,,
1865,1866,15,['010'],2,B,0,0,,
1866,1867,15,['001'],1,S,0,0,,
1867,1868,15,['010'],2,A,0,0,,
1868,1869,14,['010'],2,B,0,0,,
1869,1870,15,['000'],0,S,0,0,,
1870,1871,15,['001'],1,A,0,0,,
1871,1872,15,['000'],0,B,0,0,,
1872,1873,15,['010'],2,S,0,0,,
1873,1874,15,['000'],0,A,0,0,,
1874,1875,13,['010'],2,B,0,0,,
1875,1876,15,['001'],1,S,0,0,,
1876,1877,15,['001'],1,A,0,0,,
1877,1878,15,['001'],1,B,0,0,,
1878,1879,15,['000'],0,S,0,0,,
1879,1880,15,['000'],0,A,0,0,,
1880,1881,15,['000'],0,B,0,0,,
1881,1882,15,['000'],0,S,0,0,,
1882,1883,15,['000'],0,A,0,0,,
1883,1884,15,['000'],0,B,0,0,,
1884,1885,15,['000'],0,S,0,0,,
1885,1886,15,['000'],0,A,0,0,,
1886,1887,15,['010'],2,B,0,0,,
1887,1888,15,['000'],0,S,0,0,,
1888,1889,15,['000'],0,A,0,0,,
1889,1890,15,['000'],0,B,0,0,,
1890,1891,15,['000'],0,S,0,0,,
1891,1892,14,['010'],2,A,0,0,,
1892,1893,13,['001'],1,B,0,0,,
1893,1894,15,['010'],2,S,0,0,,
1894,1895,15,['000'],0,A,0,0,,
1895,1896,15,['000'],0,B,0,0,,
1896,1897,15,['000'],0,S,0,0,,
1897,1898,15,['000'],0,A,0,0,,
1898,1899,15,['010'],2,B,0,0,,
1899,1900,15,['000'],0,S,0,0,,
1900,1901,15,['000'],0,A,0,0,,
1901,1902,15,['010'],2,B,0,0,,
1902,1903,15,['000'],0,S,0,0,,
1903,1904,15,['000'],0,A,0,0,,
1904,1905,15,['000'],0,B,0,0,,
1905,1906,15,['010'],2,S,0,0,,
1906,1907,15,['001'],1,A,0,0,,
1907,1908,15,['001'],1,B,0,0,,
1908,1909,15,['000'],0,S,0,0,,
1909,1910,15,['001'],1,A,0,0,,
1910,1911,15,['000'],0,B,0,0,,
1911,1912,15,['000'],0,S,0,0,,
1912,1913,15,['001'],1,A,0,0,,
1913,1914,14,['010'],2,B,0,0,,
1914,1915,15,['000'],0,S,0,0,,
1915,1916,15,['000'],0,A,0,0,,
1916,1917,15,['010'],2,B,0,0,,
1917,1918,15,['000'],0,S,0,0,,
1918,1919,15,['001'],1,A,0,0,,
1919,1920,15,['010'],2,B,0,0,,
1920,1921,15,['000'],0,S,0,0,,
1921,1922,15,['000'],0,A,0,0,,
1922,1923,15,['010'],2,B,0,0,,
1923,1924,15,['000'],0,S,0,0,,
1924,1925,15,['000'],0,A,0,0,,
1925,1926,15,['000'],0,B,0,0,,
1926,1927,15,['000'],0,S,0,0,,
1927,1928,15,['000'],0,A,0,0,,
1928,1929,15,['010'],2,B,0,0,,
1929,1930,15,['010'],2,S,0,0,,
1930,1931,15,['000'],0,A,0,0,,
1931,1932,15,['000'],0,B,0,0,,
1932,1933,15,['010'],2,S,0,0,,
1933,1934,15,['000'],0,A,0,0,,
1934,1935,15,['010'],2,B,0,0,,
1935,1936,15,['000'],0,S,0,0,,
1936,1937,15,['000'],0,A,0,0,,
1937,1938,15,['000'],0,B,0,0,,
1938,1939,15,['000'],0,S,0,0,,
1939,1940,15,['000'],0,A,0,0,,
1940,1941,15,['000'],0,B,0,0,,
1941,1942,15,['000'],0,S,0,0,,
1942,1943,15,['000'],0,A,0,0,,
1943,1944,15,['000'],0,B,0,0,,
1944,1945,15,['000'],0,S,0,0,,
1945,1946,15,['000'],0,A,0,0,,
1946,1947,15,['000'],0,B,0,0,,
1947,1948,15,['000'],0,S,0,0,,
1948,1949,15,['000'],0,A,0,0,,
1949,1950,15,['000'],0,B,0,0,,
1950,1951,15,['000'],0,S,0,0,,
1951,1952,15,['000'],0,A,0,0,,
1952,1953,13,['001'],1,B,0,0,,
1953,1954,14,['001'],1,S,0,0,,
1954,1955,15,['000'],0,A,0,0,,
1955,1956,15,['010'],2,B,0,0,,
1956,1957,15,['010'],2,S,0,0,,
1957,1958,15,['000'],0,A,0,0,,
1958,1959,14,['001'],1,B,0,0,,
1959,1960,15,['000'],0,S,0,0,,
1960,1961,15,['010'],2,A,0,0,,
1961,1962,15,['010'],2,B,0,0,,
1962,1963,15,['000'],0,S,0,0,,
1963,1964,15,['010'],2,A,0,0,,
1964,1965,15,['000'],0,B,0,0,,
1965,1966,15,['010'],2,S,0,0,,
1966,1967,15,['000'],0,A,0,0,,
1967,1968,15,['010'],2,B,0,0,,
1968,1969,15,['000'],0,S,0,0,,
1969,1970,15,['000'],0,A,0,0,,
1970,1971,15,['000'],0,B,0,0,,
1971,1972,15,['000'],0,S,0,0,,
1972,1973,15,['000'],0,A,0,0,,
1973,1974,15,['000'],0,B,0,0,,
1974,1975,15,['000'],0,S,0,0,,
1975,1976,15,['010'],2,A,0,0,,
1976,1977,15,['000'],0,B,0,0,,
1977,1978,15,['000'],0,S,0,0,,
1978,1979,15,['000'],0,A,0,0,,
1979,1980,15,['000'],0,B,0,0,,
1980,1981,15,['000'],0,S,0,0,,
1981,1982,15,['000'],0,A,0,0,,
1982,1983,15,['010'],2,B,0,0,,
1983,1984,15,['000'],0,S,0,0,,
1984,1985,15,['000'],0,A,0,0,,
1985,1986,15,['001'],1,B,0,0,,
1986,1987,15,['000'],0,S,0,0,,
1987,1988,15,['001'],1,A,0,0,,
1988,1989,15,['010'],2,B,0,0,,
1989,1990,15,['000'],0,S,0,0,,
1990,1991,15,['000'],0,A,0,0,,
1991,1992,15,['010'],2,B,0,0,,
1992,1993,15,['010'],2,S,0,0,,
1993,1994,15,['010'],2,A,0,0,,
1994,1995,15,['000'],0,B,0,0,,
1995,1996,15,['000'],0,S,0,0,,
1996,1997,15,['001'],1,A,0,0,,
1997,1998,15,['000'],0,B,0,0,,
1998,1999,15,['000'],0,S,0,0,,
1999,2000,15,['000'],0,A,0,0,,
